family,hour,algo,carbon,latency_ms,hops,reroute_pct,deltaC_pct,deltaL_pct,emissions_proxy,deltaE_pct
ospf_metric,0,OSPF,1583.4443712103,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.186908306818936,0.0
ospf_metric,1,OSPF,1676.980516751993,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.384732887036746,0.0
ospf_metric,2,OSPF,1732.8416436120647,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.533701357778795,0.0
ospf_metric,3,OSPF,1780.862378199943,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.652020399888911,0.0
ospf_metric,4,OSPF,1853.263568042241,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.8512915672450925,0.0
ospf_metric,5,OSPF,1890.8716443731291,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.924378476081626,0.0
ospf_metric,6,OSPF,1897.2834955223177,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.920227209939138,0.0
ospf_metric,7,OSPF,1877.141565739742,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.913303969901787,0.0
ospf_metric,8,OSPF,1873.462211330564,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.911573120264977,0.0
ospf_metric,9,OSPF,1829.9508875560612,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.791523662349396,0.0
ospf_metric,10,OSPF,1756.843897639706,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.62497524411909,0.0
ospf_metric,11,OSPF,1673.65290601493,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.381949047726454,0.0
ospf_metric,12,OSPF,1569.7122864930905,18.41962032941933,2.592964824120603,0.0,0.0,0.0,4.116430409240496,0.0
ospf_metric,13,OSPF,1526.2521055678728,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.9721871934920725,0.0
ospf_metric,14,OSPF,1420.1702651077724,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.7131027821241,0.0
ospf_metric,15,OSPF,1358.8584600988413,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.5559179467319435,0.0
ospf_metric,16,OSPF,1303.405139847002,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.4282483501537206,0.0
ospf_metric,17,OSPF,1261.211421002648,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.3064980643266884,0.0
ospf_metric,18,OSPF,1272.4571315213714,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.331281087078585,0.0
ospf_metric,19,OSPF,1252.7138136474694,18.41962032941933,2.592964824120603,0.0,0.0,0.0,3.278990142564569,0.0
