family,algo,deltaC_pct_mean,deltaC_pct_std,deltaE_pct_mean,deltaE_pct_std
interdomain,baseline_latency,0.0,0.0,0.0,0.0
interdomain,ciro_core,2.4960499531016542,3.1306721758228235,16.56126548384767,6.664933236944515
interdomain,lowcarb_bgp,6.482479067378931,1.5383611876189756,7.878676676291863,11.373940275998653
interdomain,carbon_optimal_as_path,6.482479067378931,1.5383611876189756,7.878676676291863,11.373940275998653
ospf_metric,OSPF,0.0,0.0,0.0,0.0
ospf_metric,C,7.5380948297857255,0.9216948957968891,10.52048909973118,7.543822506503099
ospf_metric,C+IncD,4.043054871765869,0.06886213231089688,17.97632043129434,5.929579782772457
ospf_metric,CE,-7.247909096187939,3.9505960558424325,-16.535562498494663,2.7941592393830437
