algorithm,carbon_total_mean,carbon_total_std,avg_carbon_mean,avg_carbon_std,avg_latency_mean,avg_latency_std,avg_hops_mean,avg_hops_std,switch_rate_mean,switch_rate_std
C,7404451.747396628,1683495.4286387821,1543.0725276505311,351.2271550618363,30.147885949145614,2.5829642472253345,4.346824172948073,0.38839669234952384,13.379637317019881,1.948164632927894
C+IncD,8353072.20009135,1710623.2808242545,1740.7464631644839,356.8882749412377,27.163035800575795,0.6564785833797052,3.9605985657453937,0.09688523789673174,9.677665501420144,1.5635506838100532
CE,8679409.02251431,2120554.752254374,1808.7834678561728,442.4030796915725,33.66218396751221,1.4830167722487821,4.851190850083752,0.21123305159440042,11.064632947345423,1.0961511187475854
OSPF,8654695.14020728,1514310.2794676987,1803.5793217782025,315.9124389241779,25.107899535732113,0.422484365853092,3.716896984924623,0.06111356199040495,0.0,0.0
baseline_latency,8672337.383770153,1499174.738283716,1807.255663826302,312.76397419759104,24.85797780737112,0.3920177984735127,3.72939824120603,0.0613377523045045,0.0,0.0
carbon_optimal_as_path,7792075.745999371,1616294.3446517382,1623.839358389597,337.21170373212567,26.312210480013118,0.6279958213669682,3.876711735762144,0.10980683093494152,8.994832859951932,2.341492901932639
ciro_core,8535018.786754746,1743959.5910065458,1778.6625733568148,363.83996720924597,27.045391450915655,0.5008856008937413,4.034437238274707,0.08442479123896694,0.500163862792222,0.22202305688052162
lowcarb_bgp,7792075.745999371,1616294.3446517382,1623.839358389597,337.21170373212567,26.312210480013118,0.6279958213669682,3.876711735762144,0.10980683093494152,8.994832859951932,2.341492901932639
