family,hour,algo,carbon_mean,carbon_std,latency_ms_mean,latency_ms_std,hops_mean,hops_std,reroute_pct_mean,reroute_pct_std,deltaC_pct_mean,deltaC_pct_std,deltaL_pct_mean,deltaL_pct_std,emissions_proxy_mean,emissions_proxy_std,deltaE_pct_mean,deltaE_pct_std
interdomain,0,baseline_latency,1806.8894668009027,314.1547580065801,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,4.429914521819631,0.7838996818676124,0.0,0.0
interdomain,1,baseline_latency,1900.8363227798218,329.1154412087849,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,4.664077831081223,0.8263771886282015,0.0,0.0
interdomain,2,baseline_latency,1987.9586833065532,346.0919023247026,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,4.877187923594051,0.8755831842639239,0.0,0.0
interdomain,3,baseline_latency,2065.788458883483,358.1902543096773,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.067877831153255,0.9071229053789417,0.0,0.0
interdomain,4,baseline_latency,2115.3537307042766,364.9208554288831,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.188470564840473,0.9150993010476394,0.0,0.0
interdomain,5,baseline_latency,2158.752111298528,372.9699574070088,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.2936072189081,0.9366534805332555,0.0,0.0
interdomain,6,baseline_latency,2169.579588232667,374.9970873729964,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.329540514892241,0.9529056505426909,0.0,0.0
interdomain,7,baseline_latency,2158.197894452193,373.33062173290625,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.293111268251279,0.942055374461518,0.0,0.0
interdomain,8,baseline_latency,2119.5714174836617,364.51799334382673,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.206523388584569,0.9216535759607551,0.0,0.0
interdomain,9,baseline_latency,2062.721878937529,355.19913087610064,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,5.061459637053811,0.9024211006075881,0.0,0.0
interdomain,10,baseline_latency,1981.2124618020073,340.2826696831968,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,4.8621440839950605,0.8581710984864656,0.0,0.0
interdomain,11,baseline_latency,1898.042728145871,326.20020127978955,24.85797780737115,0.3920177984735177,3.72939824120603,0.0613377523045045,0.0,0.0,0.0,0.0,0.0,0.0,4.660905699039082,0.8247076787970818,0.0,0.0
