family,algo,deltaC_pct_mean,deltaC_pct_std,deltaE_pct_mean,deltaE_pct_std
interdomain,baseline_latency,0.0,0.0,8.407437197238966e-16,1.7695437878936607e-14
interdomain,ciro_core,2.104874294619081,4.541994388021527,18.502608468488226,3.4838705484018506
interdomain,lowcarb_bgp,10.695632871424053,4.209549550730374,10.104557953837773,5.1736427790874995
interdomain,carbon_optimal_as_path,10.695632871424053,4.209549550730374,10.104557953837773,5.1736427790874995
ospf_metric,OSPF,0.0,0.0,1.8308374121869324e-16,1.8086942308462247e-14
ospf_metric,C,15.161160116216914,6.529187396072516,14.326351086620116,7.578175913226855
ospf_metric,C+IncD,3.9679804498686773,4.697848568805955,20.79896622766353,4.067908022202346
ospf_metric,CE,0.8487680191968009,9.531181032206067,0.7001477344445625,10.70746631378797
