scope,algo,carbon,latency_ms,hops,reroute_pct,deltaC_pct,deltaL_pct,changed_pct,emissions_proxy,deltaE_pct
hour0,OSPF,1099.727864442064,13.997132616487455,1.8580645161290323,0.0,0.0,0.0,0.0,2.570493315608514,0.0
hour0,C,1017.103071578661,14.420967741935485,1.9096774193548387,0.0,7.513203541980071,3.028013930144427,41.29032258064516,2.491334610604733,3.0795141354040627
hour0,C+IncD,1060.977989323664,14.034946236559142,1.864516129032258,0.0,3.5235876412078917,0.27015261702346827,19.35483870967742,2.315995861264596,9.90072422280042
hour0,CE,1169.0425470720968,16.376702508960577,2.1161290322580646,0.0,-6.302894095094969,17.000409710130103,54.193548387096776,3.0730041267096047,-19.549197348608207
mean24h,OSPF,1104.599304500334,13.997132616487455,1.8580645161290323,0.0,0.0,0.0,0.0,2.561443553092105,0.0
mean24h,C,1016.7094935575615,14.661932497013142,1.9327956989247312,5.273492286115007,7.956714311216189,4.749543343917508,0.0,2.492683381328489,2.6844304915722432
mean24h,C+IncD,1066.2418638674233,14.105398745519715,1.8725806451612905,0.6732117812061711,3.4725208024879004,0.7734879135511697,0.0,2.2935895053916244,10.457152076497433
mean24h,CE,1174.0728238000136,16.57700119474313,2.139247311827957,4.23562412342216,-6.289477009140968,18.431407695721933,0.0,3.069676054398633,-19.841643619005517
