family,hour,algo,carbon,latency_ms,hops,reroute_pct,deltaC_pct,deltaL_pct
interdomain,0,baseline_latency,1583.4571635243801,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,1,baseline_latency,1670.6514949803448,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,2,baseline_latency,1731.0701791783104,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,3,baseline_latency,1778.5484900666286,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,4,baseline_latency,1852.7377687295061,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,5,baseline_latency,1890.036591073693,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,6,baseline_latency,1890.3908419706636,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,7,baseline_latency,1873.2100679339983,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,8,baseline_latency,1870.4324686733923,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,9,baseline_latency,1834.1222293546416,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,10,baseline_latency,1760.396198159834,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,11,baseline_latency,1666.8980476042104,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,12,baseline_latency,1565.2329728994189,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,13,baseline_latency,1520.8839707089355,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,14,baseline_latency,1418.401972840389,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,15,baseline_latency,1355.0403248760717,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,16,baseline_latency,1303.2853614747191,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,17,baseline_latency,1260.7935922518468,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,18,baseline_latency,1269.831115684989,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,19,baseline_latency,1249.5539680796978,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,20,baseline_latency,1308.3145552388085,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,21,baseline_latency,1332.1315226790998,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,22,baseline_latency,1438.7913938705003,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,23,baseline_latency,1511.59097008345,18.301411765230863,2.592964824120603,0.0,0.0,0.0
interdomain,0,ciro_core,1517.4290657843792,18.87991360956185,2.5979899497487438,0.0,4.1698695273220325,3.1609684091695485
interdomain,1,ciro_core,1596.0054276385858,18.885731158846735,2.5979899497487438,1.0050251256281406,4.468081318338456,3.1927558437101826
interdomain,2,ciro_core,1658.7548202645617,18.887108675802143,2.5979899497487438,2.0100502512562812,4.177494349078022,3.2002826781045925
interdomain,3,ciro_core,1702.0081888700317,18.887870058473073,2.5979899497487438,1.0050251256281406,4.303526253238642,3.2044429182035383
interdomain,4,ciro_core,1770.514077680365,18.9067142795786,2.5979899497487438,1.0050251256281406,4.4379562200820795,3.307408860652462
interdomain,5,ciro_core,1809.4093259104532,18.895826507384296,2.5979899497487438,0.5025125628140703,4.265910276236347,3.2479174272375277
interdomain,6,ciro_core,1812.8773992364254,18.894752762591956,2.592964824120603,2.512562814070352,4.100392416915925,3.2420504219697723
interdomain,7,ciro_core,1798.1560940054428,18.944166497935342,2.5979899497487438,1.0050251256281406,4.006703530658152,3.5120500043913987
interdomain,8,ciro_core,1787.7373983247828,18.93621004902412,2.5979899497487438,0.5025125628140703,4.421173805182133,3.468575495357409
interdomain,9,ciro_core,1745.2545448770707,18.913130392778633,2.5979899497487438,1.5075376884422111,4.8452433025055335,3.34246688394781
interdomain,10,ciro_core,1684.6203473575897,18.921769157698805,2.5979899497487438,2.0100502512562812,4.304477076322584,3.3896696081473885
interdomain,11,ciro_core,1598.0595617058816,18.93544866635319,2.5979899497487438,1.0050251256281406,4.129735828611031,3.464415255258463
interdomain,12,ciro_core,1495.4264381100986,18.924238770721182,2.5979899497487438,1.0050251256281406,4.459817547800023,3.4031637202632044
interdomain,13,ciro_core,1448.8849445622518,18.921447034261103,2.5979899497487438,0.5025125628140703,4.734024917964159,3.387909506567064
interdomain,14,ciro_core,1357.4970304847202,18.940613378804333,2.5979899497487438,1.5075376884422111,4.293912693430967,3.4926355505963125
interdomain,15,ciro_core,1297.0371341737573,18.941374761475263,2.5979899497487438,1.0050251256281406,4.280550891178774,3.4967957906952583
interdomain,16,ciro_core,1241.3752872650439,18.944166497935342,2.5979899497487438,0.5025125628140703,4.750308415926773,3.5120500043913987
interdomain,17,ciro_core,1207.688028508424,18.943463683162175,2.5979899497487438,0.5025125628140703,4.212074368856317,3.5082097827616012
interdomain,18,ciro_core,1211.0176091227588,18.935507234250952,2.5979899497487438,0.5025125628140703,4.631600677898359,3.4647352737276114
interdomain,19,ciro_core,1198.9476834787413,18.935507234250952,2.5979899497487438,0.0,4.04994789290516,3.4647352737276114
interdomain,20,ciro_core,1251.6912464858412,18.93727891315831,2.5979899497487438,1.0050251256281406,4.327958328234885,3.4744158324193872
interdomain,21,ciro_core,1279.9167426762078,18.93727891315831,2.5979899497487438,0.0,3.91964150040387,3.4744158324193872
