family,hour,algo,carbon,latency_ms,hops,reroute_pct,deltaC_pct,deltaL_pct
interdomain,22,ciro_core,1369.8573421030387,18.93057659816454,2.5979899497487438,1.5075376884422111,4.79110815237932,3.4377939855381348
interdomain,23,ciro_core,1437.0840195500537,18.929589519916153,2.5979899497487438,2.512562814070352,4.929041784979903,3.432400531409852
interdomain,0,lowcarb_bgp,1515.5319685174607,18.880096104342336,2.5979899497487438,0.0,4.28967682685744,3.161965571480449
interdomain,1,lowcarb_bgp,1595.0111053415742,18.877336036381266,2.5979899497487438,10.552763819095478,4.527598357050551,3.1468843963422906
interdomain,2,lowcarb_bgp,1657.784611754927,18.86417164633245,2.592964824120603,8.542713567839195,4.233541095264543,3.074953387862256
interdomain,3,lowcarb_bgp,1701.73797985919,18.88098188801706,2.5979899497487438,5.025125628140704,4.318718923685965,3.1668055460468274
interdomain,4,lowcarb_bgp,1769.773118099797,18.913812806400745,2.5979899497487438,6.030150753768845,4.47794890512763,3.3461956324775186
interdomain,5,lowcarb_bgp,1808.972915035131,18.91457537437437,2.5979899497487438,4.522613065326633,4.289000351708069,3.3503623491407235
interdomain,6,lowcarb_bgp,1812.0926330002362,18.900946429338386,2.592964824120603,6.030150753768845,4.141905855235965,3.2758929846413416
interdomain,7,lowcarb_bgp,1797.2738287270404,18.850697683109743,2.592964824120603,7.035175879396985,4.053802641083898,3.0013308531881493
interdomain,8,lowcarb_bgp,1787.184303539399,18.877756149489816,2.592964824120603,4.0201005025125625,4.45074422777943,3.149179919299423
interdomain,9,lowcarb_bgp,1743.362669318703,18.909960516870065,2.5979899497487438,9.045226130653266,4.9483921291261765,3.325146493864075
interdomain,10,lowcarb_bgp,1683.230122894735,18.930170136954057,2.5979899497487438,6.030150753768845,4.383449324973657,3.435573057362236
interdomain,11,lowcarb_bgp,1597.4783837001942,18.962120277823793,2.5979899497487438,9.547738693467336,4.164601668577832,3.6101505231861273
interdomain,12,lowcarb_bgp,1494.8083658627122,18.878937171148223,2.5979899497487438,7.035175879396985,4.499305103843613,3.1556330917298205
interdomain,13,lowcarb_bgp,1448.3263189905656,18.93005573432709,2.5979899497487438,8.040201005025125,4.770755239438045,3.4349479546191586
interdomain,14,lowcarb_bgp,1356.489114018056,18.884350127817463,2.5979899497487438,7.5376884422110555,4.364972695176866,3.185209808207634
interdomain,15,lowcarb_bgp,1296.319321108218,18.86068811144188,2.592964824120603,7.5376884422110555,4.333524448670869,3.0559191464864717
interdomain,16,lowcarb_bgp,1240.804793400399,18.902180622281126,2.5979899497487438,5.527638190954774,4.794081934874261,3.2826366881248292
interdomain,17,lowcarb_bgp,1207.1971425633305,18.89373211936026,2.5979899497487438,6.532663316582915,4.251009048419261,3.236473566780728
interdomain,18,lowcarb_bgp,1210.7280456581614,18.933896895957194,2.5979899497487438,6.030150753768845,4.654403983079715,3.4559362897234482
interdomain,19,lowcarb_bgp,1198.4512755732806,18.943218743846884,2.5979899497487438,5.025125628140704,4.089674700881578,3.506871419806694
interdomain,20,lowcarb_bgp,1251.387789806532,18.896758517864047,2.5979899497487438,7.035175879396985,4.35115280223153,3.25300998780994
interdomain,21,lowcarb_bgp,1279.2174062372837,18.87937771329731,2.592964824120603,5.025125628140704,3.9721390524111695,3.1580402401768204
interdomain,22,lowcarb_bgp,1369.5371244113828,18.941923347450988,2.5979899497487438,3.5175879396984926,4.813364171773103,3.499793297022979
interdomain,23,lowcarb_bgp,1437.0840195500537,18.929589519916153,2.5979899497487438,4.522613065326633,4.929041784979903,3.432400531409852
