family,hour,algo,carbon_mean,carbon_std,latency_ms_mean,latency_ms_std,hops_mean,hops_std,reroute_pct_mean,reroute_pct_std,deltaC_pct_mean,deltaC_pct_std,deltaL_pct_mean,deltaL_pct_std,emissions_proxy_mean,emissions_proxy_std,deltaE_pct_mean,deltaE_pct_std
interdomain,0,baseline_latency,1244.18026188705,264.7490907747187,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,2.6695224216351394,0.4789428662507319,0.0,0.0
interdomain,1,baseline_latency,1286.2019941651274,271.7865985294085,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,2.7704647834527885,0.5041287049981255,0.0,0.0
interdomain,2,baseline_latency,1341.3636375926535,283.50078655973294,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,2.8772282341196735,0.47326075048030214,0.0,0.0
interdomain,3,baseline_latency,1387.2043219060681,281.2509523436862,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,2.9736082686323213,0.48487939830232024,0.0,0.0
interdomain,4,baseline_latency,1421.01319621742,286.328958710523,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,3.0675377984167964,0.5509081478845234,0.0,0.0
interdomain,5,baseline_latency,1452.3976860271146,284.2171961045909,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,3.1083798983856648,0.5168365576132531,0.0,0.0
interdomain,6,baseline_latency,1454.72771377313,297.62391840847033,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,3.1379652114561276,0.5419182238584968,0.0,0.0
interdomain,7,baseline_latency,1477.228752567679,293.67671428397324,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,3.1725844459252515,0.5303047990141362,0.0,0.0
interdomain,8,baseline_latency,1438.9697364876447,293.4331611226593,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,3.087189677660418,0.49827130876664083,0.0,0.0
interdomain,9,baseline_latency,1404.759073132793,295.6514751218472,14.137866718855639,0.4192900817907771,1.8784696010642468,0.047040520151576275,0.0,0.0,0.0,0.0,0.0,0.0,3.0192191333345617,0.5435318735361726,0.0,0.0
